"Car Body","Welding Spot","Date","current_mean","current_std","current_min","current_max","current_median","current_range","current_non_zero_count","current_non_zero_ratio","current_peak_position","current_peak_value","current_first_non_zero","current_last_non_zero","current_area","voltage_mean","voltage_std","voltage_min","voltage_max","voltage_median","voltage_range","voltage_non_zero_count","voltage_non_zero_ratio","voltage_peak_position","voltage_peak_value","voltage_first_non_zero","voltage_last_non_zero","voltage_area","force_mean","force_std","force_min","force_max","force_median","force_range","force_non_zero_count","force_non_zero_ratio","force_peak_position","force_peak_value","force_first_non_zero","force_last_non_zero","force_area","Fault"
"4","84","2023-06-21","0.4144399265058304","0.3335318797477144","0.0","0.8890397827128934","0.6588911966767854","0.8890397827128934","615","0.615","48","0.8890397827128934","0","629","414.3998641955596","0.28874440411373364","0.23499034694849505","0.0","0.6987295825771325","0.4491833030852994","0.6987295825771325","610","0.61","48","0.6987295825771325","0","629","288.7267090139143","0.17344723618090463","0.14075032817884542","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","604","0.604","627","0.3165829145728643","0","629","173.32412060301507","1"
"5","62","2023-06-22","0.3185894711615263","0.3108172525619196","0.0","0.6619268253714651","0.47164083719444","0.6619268253714651","523","0.523","256","0.6619268253714651","0","529","318.57125738935855","0.2041445856019357","0.2007361775358488","0.0","0.5353901996370236","0.32410768300060494","0.5353901996370236","520","0.52","136","0.5353901996370236","0","529","204.13309134906208","0.14546733668341844","0.14154961828634102","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","514","0.514","527","0.3165829145728643","0","529","145.34422110552896","1"
"5","73","2023-06-22","0.5109035788464612","0.3370692916406545","0.0","0.7696117590669436","0.7394152420514459","0.7696117590669436","704","0.704","379","0.7696117590669436","0","709","510.87641795813903","0.34855505142165655","0.23263952198270538","0.0","0.5955837870538415","0.4673321234119782","0.5955837870538415","700","0.7","129","0.5955837870538415","0","709","348.5411373260725","0.19697487437186165","0.13091400307108392","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","707","0.3165829145728643","0","709","196.85175879397218","1"
"5","84","2023-06-22","0.41940301965169996","0.33736205801395713","0.0","0.8948713852053044","0.6703147467646589","0.8948713852053044","615","0.615","30","0.8948713852053044","0","629","419.3626777440478","0.28542316999394834","0.23276044698742943","0.0","0.6712038717483364","0.4395039322444041","0.6712038717483364","610","0.61","23","0.6712038717483364","0","629","285.4060798548092","0.17311557788944731","0.14049189936982318","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","604","0.604","627","0.3165829145728643","0","629","172.99246231155746","1"
"5","120","2023-06-22","0.27337458060393116","0.2949919443139992","0.0","0.6522607445278799","0.0","0.6522607445278799","474","0.474","221","0.6522607445278799","0","479","273.3605208499761","0.21640078644888114","0.23339676671895487","0.0","0.5414398064125832","0.0","0.5414398064125832","470","0.47","131","0.5414398064125832","0","479","216.38808227465262","0.14051256281407135","0.15214355663885668","0.0","0.3266331658291457","0.0","0.3266331658291457","464","0.464","228","0.3266331658291457","0","479","140.38944723618187","1"
"7","73","2022-06-16","0.42277696117590613","0.34019220975205017","0.0","0.8964690845182937","0.6749480747723279","0.8964690845182937","614","0.614","26","0.8964690845182937","0","629","422.73829685253247","0.2917997580157295","0.24105950486954525","0.0","0.7713248638838476","0.4385964912280701","0.7713248638838476","610","0.61","23","0.7713248638838476","0","629","291.77707199032056","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"7","84","2022-06-16","0.42374420833998955","0.3407819284503077","0.0","0.8925547212014698","0.6719923310432977","0.8925547212014698","615","0.615","34","0.8925547212014698","0","629","423.70398625978703","0.2836176648517837","0.23232277545161584","0.0","0.7138535995160314","0.4395039322444041","0.7138535995160314","610","0.61","24","0.7138535995160314","0","629","283.60087719298247","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"7","138","2022-06-16","0.46658723438249045","0.28469462346549074","0.0","0.729110081482665","0.6318900782872663","0.729110081482665","735","0.735","72","0.729110081482665","0","759","466.5658252116934","0.3255093768905025","0.20321730405427016","0.0","0.5716878402903811","0.41802782819116757","0.5716878402903811","730","0.73","32","0.5716878402903811","0","759","325.4915305505145","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"8","73","2022-06-30","0.432368429461574","0.3474505744263165","0.0","0.8926346061671193","0.6896469084518294","0.8926346061671193","615","0.615","40","0.8926346061671193","0","629","432.3264499121261","0.2920060496067734","0.23910575166986728","0.0","0.6957047791893527","0.4419237749546279","0.6957047791893527","610","0.61","20","0.6957047791893527","0","629","291.9842710223824","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"8","84","2022-06-30","0.4259702029078115","0.34251318166748285","0.0","0.886723118709059","0.6737498002875859","0.886723118709059","615","0.615","34","0.886723118709059","0","629","425.9300607125736","0.28210163339382954","0.23023921473328934","0.0","0.6896551724137931","0.440713853599516","0.6896551724137931","610","0.61","31","0.6896551724137931","0","629","282.08408953418143","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"9","73","2022-08-26","0.4253811311711126","0.34215738717371835","0.0","0.891196676785429","0.681498641955584","0.891196676785429","615","0.615","30","0.891196676785429","0","629","425.34094903339144","0.28869388989715666","0.2383286672705522","0.0","0.7652752571082879","0.4349667271627344","0.7652752571082879","610","0.61","26","0.7652752571082879","0","629","288.6715063520876","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"12","73","2022-10-14","0.4640397827128948","0.37229082425377774","0.0","0.8996644831442723","0.7444479948873622","0.8996644831442723","615","0.615","11","0.8996644831442723","0","629","463.9974436810993","0.2888324258923167","0.23528412952130753","0.0","0.6712038717483364","0.4422262552934059","0.6712038717483364","610","0.61","44","0.6712038717483364","0","629","288.81019358741634","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0","0.0","-1","-1","0.0","1"
"17","34","2024-01-31","0.36832489215529624","0.30627381069295284","0.0","0.6805400223677904","0.4843824892155296","0.6805400223677904","603","0.603","580","0.6805400223677904","0","609","368.3075571177501","0.24569298245613982","0.20694260119429353","0.0","0.4909255898366606","0.3402903811252268","0.4909255898366606","600","0.6","147","0.4909255898366606","0","609","245.68148820326635","0.17043216080402035","0.14136571953600685","0.0","0.3266331658291457","0.2663316582914573","0.3266331658291457","594","0.594","586","0.3266331658291457","0","609","170.30904522613085","1"
"17","63","2024-01-31","0.364423949512702","0.30300502239953525","0.0","0.6556159130851573","0.4808276082441284","0.6556159130851573","603","0.603","607","0.6556159130851573","0","609","364.40597539543086","0.2783082274652156","0.2328137209028758","0.0","0.5807622504537205","0.425892316999395","0.5807622504537205","600","0.6","140","0.5807622504537205","0","609","278.2968844525108","0.16827135678392138","0.1395758657050572","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","594","0.594","607","0.3165829145728643","0","609","168.14824120603194","1"
"17","64","2024-01-31","0.28906790222080153","0.31313015719886356","0.0","0.7037865473717846","0.0","0.7037865473717846","474","0.474","449","0.7037865473717846","0","479","289.0527240773292","0.16296430732002448","0.17491513066621955","0.0","0.4277071990320629","0.0","0.4277071990320629","470","0.47","129","0.4277071990320629","0","479","162.95432546884544","0.1383366834170861","0.15369058663198185","0.0","0.5025125628140703","0.0","0.5025125628140703","464","0.464","445","0.5025125628140703","0","479","138.21356783919663","1"
"17","73","2024-01-31","0.49309554241891623","0.3256583690562173","0.0","0.7408531714331363","0.7145710177344624","0.7408531714331363","704","0.704","514","0.7408531714331363","0","709","493.0707780795646","0.3447208106473074","0.23117752426953073","0.0","0.6382335148215366","0.4579552329098608","0.6382335148215366","700","0.7","28","0.6382335148215366","0","709","344.70462794918285","0.20050251256281423","0.13344353332571024","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","707","0.3165829145728643","0","709","200.37939698492423","1"
"17","75","2024-01-31","0.5085643872823141","0.3360000495810522","0.0","0.7784789902540342","0.7387761623262502","0.7784789902540342","704","0.704","642","0.7784789902540342","0","709","508.53694679661226","0.30612008469449536","0.20591391927407113","0.0","0.5","0.4192377495462795","0.5","700","0.7","223","0.5","0","709","306.10541439806417","0.1990703517587963","0.13272637976893872","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","648","0.3266331658291457","0","709","198.9472361809068","1"
"17","103","2024-01-31","0.5638393513340801","0.34458043887625583","0.0","0.8915961016136763","0.7692123342386963","0.8915961016136763","734","0.734","45","0.8915961016136763","0","749","563.7991691963568","0.35640532365396377","0.23195548683347028","0.0","0.8499697519661222","0.4364791288566243","0.8499697519661222","730","0.73","48","0.8499697519661222","0","749","356.3886872353293","0.20564824120603267","0.12709239376777226","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","724","0.724","747","0.3165829145728643","0","749","205.5251256281432","1"
"20","84","2024-02-06","0.414201230228468","0.33346958807251276","0.0","0.902380571976354","0.6546572934973638","0.902380571976354","615","0.615","36","0.902380571976354","0","629","414.1623262501999","0.2927214156079838","0.24304716728891054","0.0","0.8194192377495463","0.4434361766485178","0.8194192377495463","610","0.61","29","0.8194192377495463","0","629","292.7038717483349","0.17328140703517617","0.14060977772968752","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","604","0.604","627","0.3165829145728643","0","629","173.1582914572866","1"
"20","108","2024-02-06","0.4392531554561433","0.29112078971194943","0.0","0.6752676146349257","0.6355647867071417","0.6752676146349257","703","0.703","606","0.6752676146349257","0","709","439.22934973637945","0.3743832425892312","0.2560468927423097","0.0","0.7286751361161524","0.4830611010284331","0.7286751361161524","700","0.7","164","0.7286751361161524","0","709","374.37038717483347","0.19794472361809087","0.1338020375513682","0.0","1.0","0.271356783919598","1.0","694","0.694","241","1.0","0","709","197.82160804020126","1"
"20","114","2024-02-06","0.4270111040102233","0.34298179028826536","0.0","0.9072535548809714","0.6830963412685732","0.9072535548809714","615","0.615","38","0.9072535548809714","0","619","426.97020290781256","0.25750423472474243","0.21471146627519827","0.0","0.6742286751361162","0.3306110102843315","0.6742286751361162","610","0.61","22","0.6742286751361162","0","619","257.4871445856019","0.17627638190954928","0.14362111103441344","0.0","0.3266331658291457","0.2763819095477386","0.3266331658291457","604","0.604","484","0.3266331658291457","0","619","176.1532663316598","1"
"21","10","2024-02-06","0.4887721680779638","0.3216982511079271","0.0","0.8904777120945838","0.6843745007189647","0.8904777120945838","705","0.705","26","0.8904777120945838","0","719","488.73202588272966","0.31438445251058655","0.21010948483864042","0.0","0.5774349667271628","0.425892316999395","0.5774349667271628","700","0.7","49","0.5774349667271628","0","719","314.3664549304297","0.19880402010050285","0.13268502905920151","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","717","0.3165829145728643","0","719","198.6809045226131","1"
"21","60","2024-02-06","0.49316879693241616","0.32560523609893943","0.0","0.7513979868988656","0.6895670234861799","0.7513979868988656","704","0.704","627","0.7513979868988656","0","709","493.1422751238204","0.2936606170598894","0.19626505974966027","0.0","0.469751966122202","0.4125831820931639","0.469751966122202","700","0.7","94","0.469751966122202","0","709","293.6450393224437","0.19948743718593165","0.13322145382292283","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","633","0.3266331658291457","0","709","199.36432160804216","1"
"21","77","2024-02-06","0.48849744368109704","0.32158127529664043","0.0","0.7456462693721042","0.7047451669595782","0.7456462693721042","704","0.704","684","0.7456462693721042","0","709","488.46968365553596","0.29295462794918353","0.1950837197820684","0.0","0.4667271627344223","0.4098608590441621","0.4667271627344223","700","0.7","183","0.4667271627344223","0","709","292.9381427707196","0.19813065326633347","0.13191512943443065","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","691","0.3266331658291457","0","709","198.007537688444","1"
"21","103","2024-02-06","0.5408473398306443","0.33055503955911814","0.0","0.899105288384726","0.7298290461735102","0.899105288384726","734","0.734","49","0.899105288384726","0","749","540.8067982105763","0.3515051421657603","0.2307411952566009","0.0","0.8796128251663642","0.4292196007259528","0.8796128251663642","730","0.73","49","0.8796128251663642","0","749","351.48790078644925","0.20569849246231406","0.12714636815249766","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","724","0.724","747","0.3165829145728643","0","749","205.5753768844246","1"
"21","105","2024-02-06","0.499603131490653","0.33037467290999273","0.0","0.7605048729829046","0.7217606646429142","0.7605048729829046","704","0.704","657","0.7605048729829046","0","709","499.5762901421939","0.30026315789473534","0.20142408257602668","0.0","0.4818511796733212","0.4098608590441621","0.4818511796733212","700","0.7","297","0.4818511796733212","0","709","300.24894131881314","0.19795979899497723","0.13193560537075036","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","665","0.3266331658291457","0","709","197.83668341708773","1"
"22","7","2024-02-14","0.5000211695158973","0.32907437265252437","0.0","0.886723118709059","0.6954785109442403","0.886723118709059","705","0.705","30","0.886723118709059","0","719","499.9846620865951","0.2900278281911689","0.1951691951139871","0.0","0.5716878402903811","0.3832425892316999","0.5716878402903811","700","0.7","44","0.5716878402903811","0","719","290.00998185118004","0.20090452261306438","0.1337889658629672","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","717","0.3165829145728643","0","719","200.7814070351748","1"
"22","9","2024-02-14","0.31270514459178705","0.3167868050802702","0.0","0.6834957660968206","0.1433935133407892","0.6834957660968206","504","0.504","456","0.6834957660968206","0","509","312.69040581562564","0.2083614640048401","0.21208208388591904","0.0","0.5232909860859044","0.0081669691470054","0.5232909860859044","500","0.5","130","0.5232909860859044","0","509","208.35133091349087","0.14128140703517705","0.14372226292886012","0.0","0.3266331658291457","0.0","0.3266331658291457","493","0.493","462","0.3266331658291457","0","507","141.15829145728762","1"
"22","47","2024-02-14","0.4898878415082262","0.32303936029035907","0.0","0.7454864994408053","0.6957181658411887","0.7454864994408053","704","0.704","656","0.7454864994408053","0","709","489.8615593545287","0.2902301875378102","0.19400981971400644","0.0","0.4667271627344223","0.4044162129461585","0.4667271627344223","700","0.7","276","0.4667271627344223","0","709","290.21370235934717","0.19912060301507709","0.13278226498937856","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","661","0.3266331658291457","0","709","198.9974874371876","1"
"22","52","2024-02-14","0.324449273046813","0.31577382947060684","0.0","0.6799808276082441","0.4960057517175267","0.6799808276082441","524","0.524","370","0.6799808276082441","0","529","324.43597220003215","0.20647519661222","0.205530449082958","0.0","0.5290381125226861","0.3049001814882032","0.5290381125226861","520","0.52","133","0.5290381125226861","0","529","206.46385359951566","0.15128140703517706","0.1482141168503422","0.0","0.3266331658291457","0.271356783919598","0.3266331658291457","513","0.513","377","0.3266331658291457","0","527","151.15829145728762","1"
"22","60","2024-02-14","0.4918658731426752","0.32450261156550264","0.0","0.7492410928263301","0.6963572455663845","0.7492410928263301","704","0.704","708","0.7492410928263301","0","709","491.8394312190441","0.293317604355715","0.19465330304501882","0.0","0.4637023593466424","0.4107683000604961","0.4637023593466424","700","0.7","235","0.4637023593466424","0","709","293.3012704174227","0.1971457286432179","0.1311956442234487","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","707","0.3165829145728643","0","709","197.0226130653284","1"
"22","73","2024-02-14","0.49389598977472476","0.32573973867858746","0.0","0.7415721361239814","0.7154497523566065","0.7415721361239814","704","0.704","700","0.7415721361239814","0","709","493.86982744847415","0.3472205081669712","0.23269698065106828","0.0","0.6137326073805203","0.4621899576527525","0.6137326073805203","700","0.7","40","0.6137326073805203","0","709","347.2049304295214","0.19874371859296566","0.13224136299362582","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","707","0.3165829145728643","0","709","198.62060301507597","1"
"22","84","2024-02-14","0.41884070937849405","0.33708765166101784","0.0","0.8974277041060872","0.6652021089630932","0.8974277041060872","615","0.615","21","0.8974277041060872","0","629","418.8002476433924","0.28692770719903377","0.23424090776107584","0.0","0.677555958862674","0.441016333938294","0.677555958862674","610","0.61","18","0.677555958862674","0","629","286.91046581972273","0.17334673366834188","0.14068485016153337","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","604","0.604","627","0.3165829145728643","0","629","173.22361809045236","1"
"22","103","2024-02-14","0.4976649624540617","0.30547451561172473","0.0","0.8948713852053044","0.6658411886882889","0.8948713852053044","734","0.734","32","0.8948713852053044","0","749","497.62446077648167","0.349409860859044","0.23595373928175833","0.0","0.9458560193587416","0.4171203871748336","0.9458560193587416","730","0.73","29","0.9458560193587416","0","749","349.3932244404105","0.20657788944723793","0.12783025937839196","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","724","0.724","747","0.3165829145728643","0","749","206.45477386934832","1"
"22","105","2024-02-14","0.5002446077648165","0.33115332524572466","0.0","0.7674548649944081","0.7298290461735102","0.7674548649944081","704","0.704","323","0.7674548649944081","0","709","500.2160488895982","0.2949455535390206","0.20105180185875837","0.0","0.5030248033877798","0.382032667876588","0.5030248033877798","700","0.7","270","0.5030248033877798","0","709","294.92982456140385","0.20252261306532893","0.13555762315422262","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","551","0.3266331658291457","0","709","202.39949748743942","1"
"22","118","2024-02-14","0.5357799169196341","0.30351471073361436","0.0","0.7652979709218725","0.696277360600735","0.7652979709218725","764","0.764","523","0.7652979709218725","0","769","535.7514379293805","0.28765124016939","0.16880430494617385","0.0","0.4519056261343013","0.3342407743496672","0.4519056261343013","760","0.76","340","0.4519056261343013","0","769","287.63611615245003","0.22306030150753928","0.1292967537841833","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","753","0.753","528","0.3266331658291457","0","767","222.93718592964976","1"
"23","60","2024-02-14","0.48723853650742965","0.32147295847355756","0.0","0.7464451190285988","0.6878894392075411","0.7464451190285988","704","0.704","637","0.7464451190285988","0","709","487.212214411248","0.2952622504537195","0.19724164182138368","0.0","0.469751966122202","0.4198427102238354","0.469751966122202","700","0.7","237","0.469751966122202","0","709","295.2475801572897","0.19931658291457482","0.13303958213967262","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","643","0.3266331658291457","0","709","199.19346733668536","1"
"23","67","2024-02-14","0.3016525802843909","0.3058370877366554","0.0","0.6616871704745168","0.13488576449912126","0.6616871704745168","504","0.504","158","0.6616871704745168","0","509","301.638320818022","0.20828191167574042","0.2120594477216186","0.0","0.5290381125226861","0.0081669691470054","0.5290381125226861","500","0.5","131","0.5290381125226861","0","509","208.2705686630363","0.15361809045226238","0.1564152265215911","0.0","0.3266331658291457","0.0","0.3266331658291457","494","0.494","163","0.3266331658291457","0","509","153.4949748743729","1"
"23","73","2024-02-14","0.4938258507748834","0.32583972813822154","0.0","0.7404537466048889","0.7172072216008947","0.7404537466048889","704","0.704","668","0.7404537466048889","0","709","493.79972839111497","0.34655898366606197","0.23217455205390164","0.0","0.6019358741681791","0.4624924379915305","0.6019358741681791","700","0.7","42","0.6019358741681791","0","709","346.5424984875983","0.19842211055276476","0.13203213294190344","0.0","0.3165829145728643","0.2864321608040201","0.3165829145728643","694","0.694","707","0.3165829145728643","0","709","198.29899497487486","1"
"23","75","2024-02-14","0.4958801725515262","0.3271493413202571","0.0","0.7590669436012143","0.7174468764978431","0.7590669436012143","704","0.704","675","0.7590669436012143","0","709","495.85341108803385","0.3039885057471264","0.20308753578930286","0.0","0.4939503932244404","0.4219600725952813","0.4939503932244404","700","0.7","218","0.4939503932244404","0","709","303.97398669086624","0.19737688442211287","0.13144951761962587","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","694","0.694","681","0.3266331658291457","0","709","197.25376884422337","1"
"23","81","2024-02-14","0.3193329605368275","0.31154678242416056","0.0","0.6838951909250679","0.4746764658891196","0.6838951909250679","524","0.524","181","0.6838951909250679","0","529","319.31957980508093","0.2006875378100424","0.1980221130264254","0.0","0.5090744101633394","0.294615849969752","0.5090744101633394","520","0.52","142","0.5090744101633394","0","529","200.67558983666117","0.15933668341708662","0.15590615129595872","0.0","0.3266331658291457","0.271356783919598","0.3266331658291457","514","0.514","187","0.3266331658291457","0","529","159.21356783919717","1"
"23","84","2024-02-14","0.4394051765457755","0.35307846787967606","0.0","0.9007029876977153","0.7099376897267934","0.9007029876977153","615","0.615","34","0.9007029876977153","0","629","439.3663524524676","0.28386902601330866","0.232343578044756","0.0","0.7078039927404719","0.441318814277072","0.7078039927404719","610","0.61","21","0.7078039927404719","0","629","283.85102843315207","0.1712361809045245","0.1387963190119179","0.0","0.3165829145728643","0.2763819095477386","0.3165829145728643","604","0.604","627","0.3165829145728643","0","629","171.11306532663502","1"
"23","104","2024-02-14","0.3708921552963734","0.3091663443565708","0.0","0.6841348458220163","0.4801885285189327","0.6841348458220163","603","0.603","603","0.6841348458220163","0","609","370.8733823294463","0.2386563823351499","0.20107161047252037","0.0","0.4488808227465214","0.2949183303085299","0.4488808227465214","600","0.6","267","0.4488808227465214","0","609","238.64503932244466","0.1676180904522629","0.1387975052220759","0.0","0.3165829145728643","0.271356783919598","0.3165829145728643","594","0.594","607","0.3165829145728643","0","609","167.49497487437338","1"
"23","118","2024-02-14","0.5460758907173673","0.30976418586828114","0.0","0.7849496724716408","0.714171592906215","0.7849496724716408","764","0.764","567","0.7849496724716408","0","769","546.0482105767717","0.2888091349062314","0.169088317807612","0.0","0.4519056261343013","0.3342407743496672","0.4519056261343013","760","0.76","420","0.4519056261343013","0","769","288.79401088929166","0.22112562814070544","0.12799321337529795","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","753","0.753","573","0.3266331658291457","0","767","221.00251256281598","1"
"23","121","2024-02-14","0.6184618948713824","0.357384186628837","0.0","0.8918357565106247","0.82537146509027","0.8918357565106247","755","0.755","44","0.8918357565106247","0","779","618.4199552644195","0.31357441016333953","0.18877336066605924","0.0","0.5263157894736842","0.3774954627949183","0.5263157894736842","750","0.75","204","0.5263157894736842","0","779","313.55792498487506","0.22391457286432404","0.13321422454251705","0.0","0.3266331658291457","0.2864321608040201","0.3266331658291457","743","0.743","452","0.3266331658291457","0","777","223.7914572864346","1"
